sentence,cleanliness,comfort,amenities,staff,value,wifi,location,other
"ho fatto il chek out alle 14.25 e senza dirmelo anticipatamente mi hanno fatto pagare mezza giornata in più di camera, non lo ho trovato affatto corretto come comportamento",neutral,neutral,neutral,negative,negative,neutral,neutral,neutral
Il bagno luminoso e confortevole,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Inoltre, la struttura è un po' datata e avrebbe bisogno di una rinfrescatina.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Scarafaggi Ascensore lento, se c'è traffico meglio che vai a piedi",negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
tutto bene Direttrice gentile,positive,positive,positive,positive,positive,positive,positive,positive
La colazione è un po  triste.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"poco silenziosa in quanto porte con aperture minime che fanno passare il chiacchiericcio degli altri ospiti,.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Letti comodi, pulizia in generale della stanza",positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Dimensioni della camera molto limitate, adatte per un soggiorno breve di una o due notti.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Considerato il rapporto qualità   prezzo, la location e il tipo di hotel non ho riscontrato nulla di negativo.",neutral,neutral,neutral,neutral,positive,neutral,positive,neutral
Mai  vista una cosa del genere.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Saletta per la colazione piccola.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
ottima posizione per la vicinanza alla tangenziale.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Colazione buona, ma migliorabile.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Il vero problema è la prima colazione  assolutamente scadente e pessima, i peggiori 6 euro che abbia mai speso.... caffè di macchinetta dal sapore bruciato, croissant grassi e insipidi, succhi di frutta fatti con la polverina e annacquati, macedonia con frutta al limite dell'ammuffimento....",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Camera bella rapportandola al costo e soprattutto pulita,positive,neutral,neutral,neutral,positive,neutral,neutral,neutral
"Finestre affacciate su un balcone interno, accessibile da una scala  non si potevano tenere le tende aperte, per la privacy",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Per quanto riguarda la colazione si può certamente fare di meglio in quanto le torte erano prodotti preconfezionati, buoni ma preconfezionati.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Posizione nel centro storico di Napoli invidiabile,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"la pulizia della camera e del bagno inadeguata  muffa nelle guarnizioni della doccia e all'interno del box, WC con residui degli ospiti precedenti...",negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Se vede che il albergo non è nuovo.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Personale cordiale e location spettacolare,neutral,neutral,neutral,positive,neutral,neutral,positive,neutral
Personale molto cortese ed efficiente.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"In generale, da un hotel del genere, mi aspetto una maggiore pulizia e attenzione ai dettagli delle camere  la tapparella era mezza rotta .",negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
Migliorerei l'accoglienza al momento della colazione.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Incontrando altri clienti abbiamo saputo di TV rotte e lenzuola sporche.,negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
Cena ottima  Camera confortevole silenziosa e pulita,positive,positive,positive,neutral,neutral,neutral,neutral,neutral
"Posizione ottimale vicino all'ospedale Maggiore dove mi ero recato per fare un corso Pulito,comfort, discreta colazione",positive,positive,positive,neutral,neutral,neutral,positive,neutral
"il bagno ,il terrazzo che non si chiude ,la stanza e l'asciugamano che puzza e lo staff maleducati.",negative,negative,neutral,negative,neutral,neutral,neutral,neutral
"la colazione è buona, ma non all'altezza di un hotel 4 stelle  soprattutto in merito alla varietà .",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Il personale della reception è stato gentile .,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
MIGLIORABILE LA PULIZIA E LA MANUTENZIONE DELLE CAMERE  AD ESEMPIO MOQUETTE DELLE CAMERE DATATA E SPORCA .,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative
Zona un pochino periferica e non molto pulita anche se tranquilla.,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
Appena arrivati in stanza  consegnataci come pulita  abbiamo trovato il bagno sporco e appena utilizzato da altri,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"HOTEL molto bello, camere spaziose, posizione centralissima e comoda, in pieno centro, staff all'altezza, sicuramente da consigliare, considerato il rapporto qualità prezzo.",neutral,positive,neutral,positive,positive,neutral,positive,neutral
"materasso non degno del nome, scomodissimo  2 materassi sottili uno sopra l'altro e ricoperti da una cerata rumorosa e imbarazzante   e camera più piccola dei 18 mq dichiarati e prenotati.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
ma l affaccio era in un cortile interno purtroppo quindi non bello a vedersi.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Tutto  Un disastro dall arrivo da l hotel viennese siamo andati in altra strada dove ci sta l altro b b yennese two uno schifo totale bagno sporchissimo peli e capelli attaccati alle piastrelle, doccia con scarico messo alla meglio, pareti umide box doccia marcio, la stanza con buchi al muro sporco ecc atrio un vero squallore l ascensore e la tromba delle scale credo non sia mai stato pulito insomma da evitare al 100",negative,negative,negative,neutral,neutral,neutral,neutral,neutral
Aria condizionata rumorosa e la finestra non apribile.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
camera spaziosa e confortevole anche se la vista sul retro dell'edificio non ottimale.,neutral,positive,neutral,neutral,neutral,neutral,negative,neutral
Camera silenziosa nonostante si trovi su una via trafficata.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Per il pagamento accettano solo contanti, no carte di credito o prepagate.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
La colazione potrebbe essere più variegata e la pulizia dei corridoi e delle scale non è buona,negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
Parcheggio a pagamento o insufficiente all'aperto,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"La posizione , letto molto comodo.",neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
La prima colazione del secondo giorno non adeguata al numero di clienti.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Palazzo antico veramente bello.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
Tutto sommato il personale incompetente,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
Muri come carta velina e la mattina anche odore di fumo.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Posizione perfetta per i fuochi di capodanno.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"02  Apprezzabilissima l'attenzione per l'ambiente, ma la carta igienica marrone in cartone riciclato è davvero improponibile 03  All'improvviso, avendo acceso l'aria condizionata, mi è caduta sulla scrivania un sacco d'acqua  per fortuna avevo appena rimesso quasi tutto in valigia, altrimenti sarebbe stato danneggiato tutto, documenti compresi .",negative,positive,negative,neutral,neutral,neutral,neutral,neutral
la vicinanza alla fermata della metropolitana,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
arredi e camere hotel dell'est ante crollo muro di Berlino,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Stanza arredata con gusto,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
"Ricca di tantissime cose, ma tutte troppo  industriali .",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
non c'è servizio di valet,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"La posizione della struttura è molto buona, si raggiunge in circa 20 minuti a piedi dalla stazione centrale ed è a pochi passi dalla fermata della metro di Porta Venezia.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Avevamo chiesto, gia' in fase di prenotazione, un letto matrimoniale, ma hanno unito due letti singoli e quindi il materasso non era unico e non si dormiva bene, si rischiava di cadere in centro ...",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Ottimo wifi rapido e di facile accesso Stanze pulite ogni giorno Ottimo rapporto qualità prezzo  grazie anche alle promozioni di Booking.,positive,neutral,neutral,neutral,positive,positive,neutral,neutral
Ambiente per la colazione un po' piccolo e buio,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
La camera come la lasci la mattina la ritrovi al tuo ritorno .... micro saponette... non un bagnoschiuma e ne uno schampoo.... le tovaglie uniche per tutto i soggiorno di due notti... camera tripla che per muoverti dovevi passare sui letti micro finestra che affacciava in un pozzo luce ... una vacanza non indimenticabile .... ma da dimenticare,negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Ottima la posizione,a 4 minuti a piedi da Piazza del Nettuno e Piazza Maggiore.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
i bambini lasciati in corridoio sino alle 23 00 a urlare ....ma non e' colpa dell'hotel,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Personale del bar molto disponibile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"Tazza del gabinetto traballante, cicche di sigarette nei vasetti delle piante sul balcone di chissà quanti anni fa.",neutral,negative,neutral,neutral,neutral,neutral,neutral,negative
La colazione è ottima.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"Esposizione incredibile,mi è piaciuto molto la presenza immediata e la gentilezza del personale",neutral,neutral,neutral,positive,neutral,neutral,neutral,positive
il mancato aggiornamento della segnaletica interna del garage per i lavori in corso,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Camere poco curate molto rumore di giorno e notte letti scomodi materassi fatiscenti,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
la struttura ha decisamente bisogno di lavori agli impianti in particolare elettrico e forse di una pulizia a fondo.,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative
Mancanza di tovaglie e asciugamani,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Tra l'altro il parcheggio deve essere prenotato perchè sempre pieno,peccato che nessuno ci abbia avvisato.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Pulizia impeccabile e originalità nell'arredo delle camere, Non manca praticamente nulla",positive,neutral,neutral,neutral,neutral,neutral,neutral,positive
Ho dormito bene come a casa mia.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Dalla camera si sente troppo il rumore delle auto.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Colazione discreta ma non da hotel 4 stelle,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Colazione ricca e varia.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
stupenda la vasca enorme,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Per questo malgrado la gentilezza dello staff non torneremo mai più in questa struttura,neutral,neutral,neutral,positive,neutral,neutral,neutral,negative
"Struttura moderna e molto ben tenuta, comoda da raggiungere per chi viaggia in auto e giunge dalla Autostrada.",neutral,neutral,neutral,neutral,neutral,neutral,positive,positive
Cortesia del personale,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"La colazione la mattina è stata giusta e soprattutto corrispondente alle esigenze di ogni cliente,io avevo un amica che non poteva mangiare cornetti o torte ed ha fatto una colazione ottima con frutta centrifughe e buffet salato",neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"Buona la posizione esattamente davanti alla Stazione di Bologna, circa 10 min a piedi dal centro.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Quartiere senza interesse e lontano dal centro.,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
rapporto qualità prezzo non soddisfacente.,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
Eccetto il wifi ogni cosa è al top.,positive,positive,positive,positive,positive,negative,positive,positive
