sentence,cleanliness_presence,comfort_presence,amenities_presence,staff_presence,value_presence,wifi_presence,location_presence,other_presence
"letto comodo ottima insonorizzazione colazione buona  almeno credo, perché io in viaggio, al mattino mangio solo jogurt e frutta ottimo servizio di sala",0,1,1,1,0,0,0,0
"La camera non pulita, hanno addirittura lasciato peli e capelli in bagno.",1,0,0,0,0,0,0,0
"Staff gentile, camera pulita, supermercato difronte alla struttura.",1,0,0,1,0,0,0,0
"Camera pulita e staff molto cordiale , ci hanno consigliato un'ottima pizzeria dove abbiamo potuto gustare una vera pizza napoletana",1,0,0,1,0,0,0,0
"Peccato per il bagno, la tazza del WC era rovinata.",0,1,0,0,0,0,0,0
la posizione davvero centralissima e la possibilità di utilizzare un parcheggio vicino convenzionato con la struttura,0,0,1,0,0,0,1,0
Amenities in quantità ma di qualità infima.,0,0,1,0,0,0,0,0
Simpatia dei receptionist  stanza divisa in due ambienti e anche un balcone.,0,1,0,1,0,0,0,0
"Colazione abbondante, camere pulite e arredamenti nuovi",1,0,1,0,0,0,0,1
Cortesia e velocità reception,0,0,0,1,0,0,0,0
Non era prevista la colazione,0,0,1,0,0,0,0,0
"Colazione da dimenticare, è bastata una convention di spagnoli per mettere in crisi lo staff  affettati finiti, yogurt finito, uova finite e caffè imbevibile.",0,0,1,0,0,0,0,0
"Nessuna vista, veramente triste.",0,0,0,0,0,0,0,1
"Costo troppo alto, quartiere e via ingresso malfamata.",0,0,0,0,1,0,1,0
"La stanza ampia e ben arredata, letto comodissimo, il bagno confortevole",0,1,0,0,0,0,0,0
"La location dell'ostello è molto comoda, si raggiunge facilmente a piedi da ogni punto della città  e dalla stazione anche .",0,0,0,0,0,0,1,0
"La posizione, lo stile dell'albergo, i servizi, le dotazioni della stanza ed i set di cortesia, tra i più completi mai riscontrati, la colazione",0,1,1,0,0,0,1,1
Presso alto e parcheggio a pagamento,0,0,1,0,0,0,0,0
Palestra un poco piccola e con attrezzi di media gamma.,0,0,1,0,0,0,0,0
Negozi bar e ristoranti a pochi metri.,0,0,0,0,0,0,1,0
Ristorante piuttosto caro in rapporto al servizio e alla tipologia dei piatti offerti.,0,0,0,0,1,0,0,0
Stanza ideale per passare un week end col proprio fidanzato.,0,0,0,0,0,0,0,1
Posizione eccellente per la Fiera.,0,0,0,0,0,0,1,0
Degna di nota la disponibilità e la cortesia del personale.,0,0,0,1,0,0,0,0
Pranzo a buffet per corso ok.,0,0,1,0,0,0,0,0
la doccia presentava delle macchie di muffa tra le mattonelle,1,0,0,0,0,0,0,0
"Ristorante  Nulla di speciale, se avete la possibilità andate a cena in un ristorante esterno",0,0,1,0,0,0,0,0
"Stanza rumorosa e molto piccola, pur essendo una singola.",0,1,0,0,0,0,0,0
Bidoni della spazzatura nel ingresso proprio una delizia Da film,0,0,0,0,0,0,0,1
Nulla da segnalare xk l'unico problema ci è stato prontamente risolto,0,0,0,1,0,0,0,0
Purtroppo stando vicino il centro non ci sono parcheggi con convenzioni e 20 euro al gg di parcheggio sono veramente tanti,0,0,1,0,0,0,0,0
Stanza minuscola e buia,0,1,0,0,0,0,0,0
Parcheggio sotterraneo a pagamento.,0,0,1,0,0,0,0,0
"Non consiglio a nessuno questa struttura... Polvere ovunque, bagno sporco, odore sgradevole nella camera...",1,1,0,0,0,0,0,0
"Mancano prese corrente alimentazione a sufficienza, mancava la box doccia",0,1,0,0,0,0,0,0
"Il personale molto gentile, è l'albergo che facilita, esalta una permanenza a Napoli",0,0,0,1,0,0,0,1
La cortesia del personale.,0,0,0,1,0,0,0,0
Collegamenti con i mezzi pubblici e metro ottimo,0,0,0,0,0,0,1,0
Lo staff è molto gentile  La camera bellissima con tutti comfort.,0,1,0,1,0,0,0,0
"Bella struttura, letto comodo, zona pedonale tranquilla vicino a piazza Plebiscito.",0,1,0,0,0,0,1,1
Alle 13 non era pronta la stanza ho aspettato mangiando li vicino le 15.,0,0,1,0,0,0,0,0
Struttura vecchia e fatiscente dall' esterno le camere piccole anche se rinnovate il bagno il minimo della docenza mancavano le tavolette al water praticamente un cesso .,0,1,0,0,0,0,0,0
Struttura e ambienti carenti.,0,0,0,0,0,0,0,1
Non ci sono cose che non mi sono piaciute tutto alla perfezione.,0,0,0,0,0,0,0,1
Siamo a Napoli dove i dolci sono buoni in ogni bar  e qui invece Hotel a 4 stelle  i dolci erano congelati e riscaldati,0,0,1,0,0,0,0,0
Colazione abbondante staff cortese,0,0,1,1,0,0,0,0
"Hanno un garage dove è possibile parcheggiare dalle auto alle BICI  sono un cicloviaggiatore  ulteriore cosa positiva è il fatto che la struttura ha un portone che viene chiuso la sera, garantendo quindi la sicurezza del proprio mezzo.",0,0,1,0,0,0,0,0
"Neanche una coperta nella stanza, letto con sole lenzuola... camera fredda",0,1,1,0,0,0,0,0
"Comodo, arrivando in auto, il parcheggio nel piazzale.",0,0,1,0,0,0,0,0
"La tv era gigante, il terrazzo spazioso, buffet colazione ricco e di qualità, personale alla reception davvero gentile, disponibile e professionale.",0,1,1,1,0,0,0,0
Ampia e ottima scelta per la colazione.,0,1,1,0,0,0,0,0
"ottima colazione, buona posizione",0,0,1,0,0,0,1,0
una vergogna per booking di avere location's cosi nella vs banca dati.,0,0,0,0,0,0,0,1
struttura un pò datata,0,0,0,0,0,0,0,1
Avevamo prenotato una stanza per due ma una volta entrati abbiamo notato che il letto fosse da una persona  una piazza e mezza .,0,1,0,0,0,0,0,0
"vicinanza al centro, colazione abbondante, qualità prezzo ottima.",0,0,1,0,1,0,1,0
"Buona la colazione,staff di sala cortese",0,0,1,1,0,0,0,0
L'impossibilità di regolare la temperatura della camera in modo autonomo.,0,1,0,0,0,0,0,0
Personale molto disponibile e simpatico.,0,0,0,1,0,0,0,0
Il bar non funzionava,0,0,1,0,0,0,0,0
Porta bagno che non si chiudeva,0,1,0,0,0,0,0,0
Rumore a tutte le ore,0,1,0,0,0,0,0,0
"Difatti, la mattina dell ultimo giorno, mentre ero in bagno alla finestra vedo quello che sarebbe dovuto essere il ragazzo delle pulizie, entrare in terrazzo e affacciarsi alla finestra del bagno.",0,0,0,1,0,0,0,0
Camera  un po  datata.,0,0,0,0,0,0,0,1
"L'albergo è semplicemente perfetto  pulito, comodo, nuovo, il personale è estremamente disponibile e gentile.",1,1,0,1,0,0,0,0
"Accanto alla mia stanza c'era un dispositivo, probabilmente un sistema di aspirazione industriale  forse del ristorante sottostante  che faceva un rumore molto fastidioso anche durante la notte",0,1,0,0,0,0,0,0
"Il punto strategico in cui è situato l'hotel, la comodità del parcheggio gratuito, la navetta che ci ha portati in centro, l'accesso free a internet.",0,0,1,0,0,1,1,0
"Ristorante Bistrot pessimo per la presenza dei televisori,per il personale poco accogliente, qualità e presentazione  del cibo scadente.",0,0,1,1,0,0,0,0
Non è più il  paradiso di una volta.,0,0,0,0,0,0,0,1
Posizione ottima  In pieno centro a due passi da tutto  Personale educato cordiale e molto gentile  Pulizia eccellente,1,0,0,1,0,0,1,0
La camera era  carina e pulita però  purtroppo senza finestre ed aveva un odore che arrivava dallo scarico della doccia veramente insopportabile.,1,1,0,0,0,0,0,0
"Personale gentile e disponibile, stanza grande e pulita .",1,1,0,1,0,0,0,0
Se dovessi tornare a Napoli sicuramente tornerei li senza ombra di dubbio,0,0,0,0,0,0,0,1
prezzi un po' alti,0,0,0,0,1,0,0,0
rotta e mal verniciata bagno con sanitari vecchi e sporchi ... assolutamente da ristrutturare spero che presto facciano dei lavori poiché sono in una zona Top,0,0,0,0,0,0,1,1
A parte una dipendente Personale gentile e accogliente.,0,0,0,1,0,0,0,0
Albergo da rinnovare  Struttura vecchia,0,0,0,0,0,0,0,1
Colazione poco soddisfacente e sicuramente non all'altezza di un 4 stelle,0,0,1,0,0,0,0,0
"L unica ma davvero unica nota positiva,la posizione centrale....il resto meglio tacere.",0,0,0,0,0,0,1,1
doccia stretta bidet nn funzionante,0,1,0,0,0,0,0,0
Il letto king size comodissimo,0,1,0,0,0,0,0,0
Il caffè a colazione fa schifo,0,0,1,0,0,0,0,0
Letto grande e comodo,0,1,0,0,0,0,0,0
Il personale efficiente e sorridente.,0,0,0,1,0,0,0,0
"Posizione comodissima per chi arriva in treno, buona pulizia, wifi funzionante.",1,0,0,0,0,1,1,0
"Il ragazzo alla   reception   è stato cortese, anche se prima di poter fare il check in abbiamo dovuto aspettare 40 min che risolvesse dei problemi con un altro cliente.",0,0,0,1,0,0,0,0
La posizione strategica e perfetta.,0,0,0,0,0,0,1,0
Un'oasi al  centro  della città,0,1,0,0,0,0,1,0
"L'ampiezza della camera e del letto  la stanza 112 si compone di due ambienti separati, ognuno con il proprio bagno   la cortesia e la disponibilità del personale  la presenza del latte di soia e di prodotti per celiaci  la posizione strategica e tranquilla",0,1,1,1,0,0,1,0
"La location è fantastica, la colazione ottima, le camere molto grandi",0,1,1,0,0,0,1,0
"La prima notte abbiamo dormire ti in una camera esposta nel lato dove non batte il sole durante la giornata, era molto o fredda.",0,1,0,0,0,0,0,0
Prima colazione ricca e con vista spettacolare sul castel dell'ovo.,0,0,1,0,0,0,0,0
Bollitore e caffè in camera.,0,0,1,0,0,0,0,0
"Struttura nuova e arredata con ottimo gusto, camere spaziose, bagno grande e doccia stupenda.",0,1,0,0,0,0,0,0
"Stanza datata, bagno bello.",0,0,0,0,0,0,0,1
"Altro neo è stata l'addetta alle pulizie che è entrata a sistemare la stanza  camerata  prima del momento del check out, disturbando il mio sonno.",0,0,0,1,0,0,0,0
"Il palazzo, come quasi tutti quelli di Napoli, è sicuramente di vecchia costruzione e necessiterebbe di ristrutturazione in alcune parti.",0,0,0,0,0,0,0,1
Letto comodo e doppio vetro alle finestre.,0,1,0,0,0,0,0,0
Ottimo hotel a ridosso del centro di Bologna.,0,0,0,0,0,0,1,1
il bagno sarebbe da migliorare... vasca doccia un pò scomoda...,0,1,0,0,0,0,0,0
"le camere sono grandi, spaziose .",0,1,0,0,0,0,0,0
Ristorante  con buon rapporto prezzo qualità.,0,0,1,0,1,0,0,0
"Comunque, per il tempo che serviva a noi  2 notti  è andato più che bene.",0,0,0,0,0,0,0,1
il bagno troppo vecchio,0,1,0,0,0,0,0,0
"lo consiglio per la posizione, ci si muove a piedi senza problemi.",0,0,0,0,0,0,1,0
"La camera era pulita, il letto molto ampio e comodo  la colazione a bouffet varia e di buona qualità.",1,1,1,0,0,0,0,0
La camera affacciava sul lungomare Caracciolo e perciò godeva di ottima vista.,0,0,0,0,0,0,1,0
"Staff gentilissimo, sempre disponibili per ogni informazione o richiesta",0,0,0,1,0,0,0,0
"Personale freddo e poco disponibile, con risposte  non del tutto adeguate alla situazione.",0,0,0,1,0,0,0,0
"Ottima posizione, vicinissimo a san Gregorio Armeno.",0,0,0,0,0,0,1,0
"La posizione é strategica, di fronte alla stazione principale è a 15 min a piedi dal centro storico, passeggiando su via indipendenza é sicuro anche il rientro a piedi di notte.",0,0,0,0,0,0,1,0
"Il locale della prima colazione è un po' piccolo ma quello che disturba, anche se non è colpa della struttura, è che la piazza Garibaldi è tutto un cantiere e i pochi spazi liberi sono presidiati da bancarelle di venditori abusivi.",0,1,0,0,0,0,1,0
Il WiFi era un po' scarso,0,0,0,0,0,1,0,0
"La stanza era bellissima, anche l'ostello in sè.",0,1,0,0,0,0,0,0
Colazione abbondante e con ottima vista,0,0,1,0,0,0,0,0
nessuna insegna all'esterno quartiere non consigliabile soprattutto di sera,0,0,0,0,0,0,1,0
"Se devo trovare qualche difetto , eliminerei la moquette e migliorerei la sala colazioni.",0,1,0,0,0,0,0,0
"i bagni, i servizi igenici e la biancheria andrebbero riammodernati.",0,1,0,0,0,0,0,0
Niente tv in camera.,0,0,1,0,0,0,0,0
"La camera era vetusta, la doccia era composta da una semplice tenda, senza piatto doccia, come nei campeggi",0,0,1,0,0,0,0,0
Anche la pulizia mi ha soddisfatta molto.,1,0,0,0,0,0,0,0
"Migliorabili, con poco,  i bagni delle stanze del primo piano.",0,0,0,0,0,0,0,1
"Riscaldamenti assenti,materassi e cuscini pessimi",0,1,0,0,0,0,0,0
Colazione buona e varia.,0,0,1,0,0,0,0,0
"La stanza un po' piccola,e la colazione da migliorare",0,1,1,0,0,0,0,0
"Abbiamo cambiato alloggio per un problema di infiltrazioni di aria nella prima camera, ma anche nella seconda camera abbiamo trovato la vasca intasata...   Colazione di media qualità  Camere ristrutturate ma non al livello di un BW Plus.",0,1,1,0,0,0,0,0
"Il non cambiare gli asciugamani, pulizia scarsa",1,0,0,0,0,0,0,0
In bagno non funzionava l'aspiratore.,0,1,0,0,0,0,0,0
"Struttura in pessime condizioni, la serranda della camera non si chiudeva  al primo piano con finestra affacciata sulla strada  , una volta chiusa non si riapriva.",0,1,0,0,0,0,0,0
L'atmosfera è particolarmente amichevole sia fra gli ospiti sia fra lo staff.,0,0,0,1,0,0,0,0
"Stanza freddissima con termosifone spento, con televisore ma non funzionante, senza telecomando.",0,1,1,0,0,0,0,0
Arredi un po' datati.,0,0,0,0,0,0,0,1
"si sono comportati MALISSIMO, ovvero in modo cafone e arrogante nel momento in cui è arrivata una squadra di calcio di serie A che soggiornava nello stesso hotel a cui NESSUNO importava.",0,0,0,1,0,0,0,0
Cattivo odore nel bagno proveniente dallo scarico della doccia e del lavandino,0,1,0,0,0,0,0,0
Nota positiva  c'è la possibilità di lasciare i bagagli dopo il check out.,0,0,1,0,0,0,0,0
"Presumo e mi auguro che la camera assegnataci sia la peggiore della struttura, anche se parlando con altre persone sia stato riferito lo stesso giudizio.",0,0,0,0,0,0,0,1
Tutte bugie sul sito.,0,0,0,0,0,0,0,1
PULIZIA GENERALE E COSTO LENZUOLA INCLUSO A PRIORI SENZA CHIEDERE NULLA AL CLIENTE,1,0,1,0,0,0,0,0
"Centralissima, accogliente,personale gentilissimo e simpatico.",0,1,0,1,0,0,1,0
Ho utilizzato il telefono fisso per contattare Trenitalia in quanto dal mio cellulare non riuscivo a chiamare e per 9 minuti di telefonata mi sono stati addebitati 27 euro.,0,0,1,0,0,0,0,0
"Bella la struttura e letto molto grande, staff molto cortese",0,1,0,1,0,0,0,0
Vicinissima al centro storico  in alto sulla città ma calata nella particolare atmosfera di questa città unica.,0,0,0,0,0,0,1,0
Pulizia ottima sia della camera che del bagno con tanti set di cortesia  A essere pignoli i cuscini un po  duri ma  la struttura ne mette a disposizione di diversi tipi.,1,1,0,0,0,0,0,0
Bagno ampio e caldissimo,0,1,0,0,0,0,0,0
"Camera troppo vicina alla reception e al locale dove si svolgeva la colazione, si sentiva tutto il trambusto e le chiacchiere già da mattino presto.",0,1,0,0,0,0,0,0
Non è possibile vedere Mediaset a causa della presenza del decoder Sky e dell'impossibilità di scollegarlo.,0,0,1,0,0,0,0,0
"Posizione strategica, pulizia ottima staff efficiente.",1,0,0,1,0,0,1,0
"La struttura ha un'ottima posizione sul mare, ma la mia camera era interna e quindi con poca luce ed assenza totale di panorama  Mi ero ripromesso di andare a Capri ma, visto l'affollamento di turisti delle mega navi che affollavano il molo Beverello per imbarcarsi per l'isola, ho preferito godermi il lungomare di Napoli",0,1,0,0,0,0,1,0
"lo staff è gentile, cortese , ma molto molto freddo.",0,0,0,1,0,0,0,0
"La prima colazione, la vicinanza alla Metropolitana di Piazza Leopardi, i ristoranti pizzerie Di Napoli e Cafasso in zona.",0,0,1,0,0,0,1,0
"La camera 312 che mi è stata assegnata  al terzo piano di cui solo due piani raggiungibili con ascensore , dà su un cortiletto interno deprimente e degradato.",0,1,0,0,0,0,0,0
Cordialità ed ospitalità ottima.,0,0,0,1,0,0,0,0
"La mia stanza per disabili  non richiesta e non comunicata  aveva i problemi topici dei bagni di questo tipo di stanze, in particolare la doccia senza box.",0,1,0,0,0,0,0,0
Metterei un abat jour nella camera.....,0,1,0,0,0,0,0,0
Far pagare 2 euro per i teli in piscina è una piccineria non consona ad una struttura di questa categoria.,0,0,1,0,1,0,0,0
La gentilezza del personale,0,0,0,1,0,0,0,0
La struttura è semplice e pulita .,1,0,0,0,0,0,0,1
In questo ostello cordialità e simpatia sono all'ordine del giorno.,0,0,0,1,0,0,0,0
Cortesia dei proprietari...posizione eccezionale...camera spaziosissima....tutto perfetto.,0,1,0,1,0,0,1,0
Posizione perfetta per raggiungere l'aeroporto,0,0,0,0,0,0,1,0
"la camera ed il bagno sono arredati in modo efficiente ed elegante, la colazione è sicuramente di livello, la gentilezza e la cortesia del personale è un plus che non tutti i 4 stelle  sanno offrire, quindi bravi",0,1,1,1,0,0,0,0
"Personale molto cordiale e educato,",0,0,0,1,0,0,0,0
"Questo non è un hotel ma un B B con più stanze della media, un nome che confonde chi prenota.",0,0,0,0,0,0,0,1
Posizione ottima esattamente di fronte alla stazione.,0,0,0,0,0,0,1,0
Il menù fisso...Molto povero e notevole dislivello tra qualità  prezzo,0,0,1,0,0,0,0,0
Inoltre non vi è la presenza di prese elettriche accanto al letto.,0,1,0,0,0,0,0,0
",niente colazione niente frigo bar in camera,bagno vecchio,rumori vari.",0,1,1,0,0,0,0,0
Il letto era leggermente scomodo,0,1,0,0,0,0,0,0
Camera con pareti da tinteggiare.,0,0,0,0,0,0,0,1
Il materasso era comodo e la ricotta a colazione era super,0,1,1,0,0,0,0,0
"Camera molto pulita,personale molto gentile e disponibile,colazione a buffet con diverse scelte",1,0,1,1,0,0,0,0
"Un veglione di Capodanno  uro 250,00 a persona mi sembra esagerato.",0,0,0,0,1,0,0,0
"Personalmente non amo i letti alla francese, ma è questione di gusti.",0,1,0,0,0,0,0,0
"Non attenzione per i dettagli anche banali , odore di fumo nella camera , niente phon e poco socievole il personale , non possibilità di fare colazione",0,1,1,1,0,0,0,0
"Eravamo in tre a cenare nel ristorante dell'albergo, ognuno aveva scelto una portata diversa ma eravamo tutti ugualmente soddisfatti.",0,0,1,0,0,0,0,0
"La struttura in generale, carente la hall dell'albergo, camere pessime, serramenti non funzionanti  persiane, mancanza di maniglie sulle finestre , pulizia camere e bagno pessima.",1,1,0,0,0,0,0,1
Personale molto professionale e tutti i confort che ci potevamo attendere da un albergo a 4 stelle.,0,1,0,1,0,0,0,0
gentilissimo il ragazzo ucraino alle reception,0,0,0,1,0,0,0,0
Conoscevo già la struttura e i sono tornata per la posizione comoda rispetto ai miei impegni.,0,0,0,0,0,0,1,0
Tutto molto buono  Vista eccezionale,0,0,0,0,0,0,0,1
L'addetta alla reception del check out è stata cordiale e professionale.,0,0,0,1,0,0,0,0
"Bellissima la stanza con vista mare, anche la terrazza dove vengono consumati i pasti è uno spettacolo",0,1,0,0,0,0,1,0
La stanza aveva un forte odore di colla e vernice dato i lavori appena finiti.,0,1,0,0,0,0,0,0
Le camere ed il bagno sono vecchi,0,0,0,0,0,0,0,1
Accesso e posteggio non dei più facili,0,0,0,0,0,0,0,1
Finestre insonorizzate impediscono di sentire traffico e cantieri in zona.,0,1,0,0,0,0,0,0
"posizione strepitosa, stile intrigante",0,0,0,0,0,0,1,1
I crassant mangiabile non eccezionale  materasso buono,0,1,1,0,0,0,0,0
